process,software,data item,data model,data format specification
,,process definitions,fortan,
,,,fortan,iges
,,,fortan,database
,,,fortan,owl
,,,fortan,ms word
,,,fortan,step
,,,fortan,add
multidisciplinary modeling,,,postgresql,
multimedia document processing,,,postgresql,
concept design,,,postgresql,
solving,,,postgresql,
engine analysis,,,postgresql,
product support,,,postgresql,
analysis,,,postgresql,
express ontology,,,postgresql,
feature processing,,,postgresql,
system specification,,,postgresql,
convert file formats,,,postgresql,
flight test report,,,postgresql,
ground test,,,postgresql,
business process integration,,,postgresql,
training,,,postgresql,
physical sensing,,,postgresql,
data validation,,,postgresql,
semantic representation,,,postgresql,
acquisition,,,postgresql,
knowledge management,,,postgresql,
link analysis,,,postgresql,
calculation report,,,postgresql,
automated reasoning,,,postgresql,
general assembly,,,postgresql,
information sharing,,,postgresql,
context inference,,,postgresql,
mission analysis,,,postgresql,
creation,,,postgresql,
resource description,,,postgresql,
product design,,,postgresql,
knowledge capture,,,postgresql,
share documents,,,postgresql,
descriptive information generation,,,postgresql,
failure,,,postgresql,
knowledge interaction,,,postgresql,
check,,,postgresql,
manufacturing,,,postgresql,
enterprise resource planning,,,postgresql,
decision support,,,postgresql,
system identification,,,postgresql,
ontology modeling,,,postgresql,
workflow management,,,postgresql,
knowledge classification,,,postgresql,
inference,,,postgresql,
detailed,,,postgresql,
plm,,,postgresql,
test report,,,postgresql,
information clustering,,,postgresql,
summarizing,,,postgresql,
reasoning,,,postgresql,
knowledge exploration,,,postgresql,
alm,,,postgresql,
processing,,,postgresql,
knowledge discovery,,,postgresql,
structural solver,,,postgresql,
knowledge engineering,,,postgresql,
design space visualization,,,postgresql,
information classification,,,postgresql,
review,,,postgresql,
knowledge based engineering,,,postgresql,
product verification,,,postgresql,
flight test,,,postgresql,
semantic lexicon,,,postgresql,
nation decision,,,postgresql,
design blueprint,,,postgresql,
development,,,postgresql,
design concepts formalization,,,postgresql,
problem solving,,,postgresql,
system integration,,,postgresql,
life cycle simulation,,,postgresql,
analyzing,,,postgresql,
ontological engineering,,,postgresql,
disciplinary analysis,,,postgresql,
scheduling,,,postgresql,
system arch,,,postgresql,
preliminary design,,,postgresql,
information push,,,postgresql,
information search,,,postgresql,
navigation,,,postgresql,
knowledge base building,,,postgresql,
detailed design,,,postgresql,
conceptual modelling,,,postgresql,
processe data,,,postgresql,
system architecting,,,postgresql,
wf execution,,,postgresql,
manufacture,,,postgresql,
data visualization,,,postgresql,
optimization,,,postgresql,
configuration management,,,postgresql,
access product design data,,,postgresql,
knowledge storage,,,postgresql,
data storage,,,postgresql,
design,,,postgresql,
evaluation,,,postgresql,
failure management,,,postgresql,
system design,,,postgresql,
product data management,,,postgresql,
project planning,,,postgresql,
,visualization package,,postgresql,
,git,,postgresql,
,multi-agent collaborative system,,postgresql,
,eclipse,,postgresql,
,data mining,,postgresql,
,api,,postgresql,
,excel,,postgresql,
,express application,,postgresql,
,reasoner,,postgresql,
,python application,,postgresql,
,tr,,postgresql,
,ke-chain,,postgresql,
,web-based decision tool,,postgresql,
,catia,,postgresql,
,product data management system,,postgresql,
,aaa,,postgresql,
, engineering java programming,,postgresql,
,word,,postgresql,
,expert systems,,postgresql,
,google,,postgresql,
,modelcenter,,postgresql,
,oracle,,postgresql,
,access,,postgresql,
,file server,,postgresql,
,cad programming interface,,postgresql,
,flops,,postgresql,
,triple store,,postgresql,
,web server,,postgresql,
,ug,,postgresql,
,ideas,,postgresql,
,learning tools,,postgresql,
,matlab,,postgresql,
,wikipedia,,postgresql,
,protégé,,postgresql,
,rce,,postgresql,
,oracle server,,postgresql,
,workflow systems,,postgresql,
,share point,,postgresql,
,surrogate model repository,,postgresql,
,cloud visualization,,postgresql,
,java application,,postgresql,
,,word doc,postgresql,
,,external web page,postgresql,
,,explicit geometry,postgresql,
,,freebase,postgresql,
,,system definition,postgresql,
,,design parts,postgresql,
,,implicit geometry,postgresql,
,,knowledge graph,postgresql,
,,documents,postgresql,
,,measurement data,postgresql,
,,taxonomy,postgresql,
,,business logic,postgresql,
,,image,postgresql,
,,quantity,postgresql,
,,cad representation,postgresql,
,,forms,postgresql,
,,sysml model,postgresql,
,,object definitions,postgresql,
,,metadata,postgresql,
,,knowledge base,postgresql,
,,tools needed,postgresql,
,,word processor documents,postgresql,
,,cfd simulation data,postgresql,
,,audio,postgresql,
,,difficulty,postgresql,
,,description,postgresql,
,,mind map,postgresql,
,,live video,postgresql,
,,ontology,postgresql,
,,cad,postgresql,
,,cfd code,postgresql,
,,material,postgresql,
,,video,postgresql,
,,section description,postgresql,
,,point clouds,postgresql,
,,pdf files,postgresql,
,,manufacturing method,postgresql,
,,lexical data,postgresql,
,,process definitions,postgresql,
,,images,postgresql,
,,,postgresql,soap
,,,postgresql,ad_asm
,,,postgresql,mov
,,,postgresql,csv
,,,postgresql,rdf
,,,postgresql,ms excel
,,,postgresql,xml
,,,postgresql,database
,,,postgresql,html
,,,postgresql,owl
,,,postgresql,ms word
,,,postgresql,direct api
,,,postgresql,pdf
,,,postgresql,stl
,,,postgresql,step
,,,postgresql,json
,,,postgresql,add
flight-test preparation,,,airspace system ontology,
semantic information transferring,,,airspace system ontology,
multidisciplinary modeling,,,airspace system ontology,
multimedia document processing,,,airspace system ontology,
issue tc pc ac certification,,,airspace system ontology,
concept design,,,airspace system ontology,
solving,,,airspace system ontology,
engine analysis,,,airspace system ontology,
product support,,,airspace system ontology,
analysis,,,airspace system ontology,
express ontology,,,airspace system ontology,
feature processing,,,airspace system ontology,
system specification,,,airspace system ontology,
convert file formats,,,airspace system ontology,
system synthesis,,,airspace system ontology,
tooling development,,,airspace system ontology,
flight test report,,,airspace system ontology,
ground test,,,airspace system ontology,
business process integration,,,airspace system ontology,
training,,,airspace system ontology,
physical sensing,,,airspace system ontology,
data validation,,,airspace system ontology,
semantic representation,,,airspace system ontology,
acquisition,,,airspace system ontology,
knowledge management,,,airspace system ontology,
link analysis,,,airspace system ontology,
calculation report,,,airspace system ontology,
automated reasoning,,,airspace system ontology,
general assembly,,,airspace system ontology,
manufacturing preparation,,,airspace system ontology,
information sharing,,,airspace system ontology,
context inference,,,airspace system ontology,
mission analysis,,,airspace system ontology,
creation,,,airspace system ontology,
resource description,,,airspace system ontology,
product design,,,airspace system ontology,
knowledge capture,,,airspace system ontology,
share documents,,,airspace system ontology,
descriptive information generation,,,airspace system ontology,
failure,,,airspace system ontology,
knowledge interaction,,,airspace system ontology,
authoring,,,airspace system ontology,
check,,,airspace system ontology,
customer service,,,airspace system ontology,
manufacturing,,,airspace system ontology,
enterprise resource planning,,,airspace system ontology,
recycling,,,airspace system ontology,
decision support,,,airspace system ontology,
system identification,,,airspace system ontology,
ontology modeling,,,airspace system ontology,
workflow management,,,airspace system ontology,
knowledge classification,,,airspace system ontology,
inference,,,airspace system ontology,
detailed,,,airspace system ontology,
test report,,,airspace system ontology,
information clustering,,,airspace system ontology,
reasoning,,,airspace system ontology,
knowledge exploration,,,airspace system ontology,
alm,,,airspace system ontology,
processing,,,airspace system ontology,
knowledge discovery,,,airspace system ontology,
knowledge engineering,,,airspace system ontology,
certification,,,airspace system ontology,
design space visualization,,,airspace system ontology,
information classification,,,airspace system ontology,
generate fem model,,,airspace system ontology,
review,,,airspace system ontology,
knowledge based engineering,,,airspace system ontology,
product verification,,,airspace system ontology,
flight test,,,airspace system ontology,
semantic lexicon,,,airspace system ontology,
nation decision,,,airspace system ontology,
development,,,airspace system ontology,
problem solving,,,airspace system ontology,
system integration,,,airspace system ontology,
life cycle simulation,,,airspace system ontology,
analyzing,,,airspace system ontology,
ontological engineering,,,airspace system ontology,
disciplinary analysis,,,airspace system ontology,
scheduling,,,airspace system ontology,
system arch,,,airspace system ontology,
preliminary design,,,airspace system ontology,
information push,,,airspace system ontology,
information search,,,airspace system ontology,
navigation,,,airspace system ontology,
knowledge base building,,,airspace system ontology,
detailed design,,,airspace system ontology,
conceptual modelling,,,airspace system ontology,
airworthiness test,,,airspace system ontology,
processe data,,,airspace system ontology,
archive,,,airspace system ontology,
system architecting,,,airspace system ontology,
wf execution,,,airspace system ontology,
manufacture,,,airspace system ontology,
data visualization,,,airspace system ontology,
dissemination,,,airspace system ontology,
optimization,,,airspace system ontology,
configuration management,,,airspace system ontology,
access product design data,,,airspace system ontology,
knowledge storage,,,airspace system ontology,
data storage,,,airspace system ontology,
design,,,airspace system ontology,
evaluation,,,airspace system ontology,
failure management,,,airspace system ontology,
system design,,,airspace system ontology,
product data management,,,airspace system ontology,
project planning,,,airspace system ontology,
,visualization package,,airspace system ontology,
,git,,airspace system ontology,
,multi-agent collaborative system,,airspace system ontology,
,data mining,,airspace system ontology,
,api,,airspace system ontology,
,excel,,airspace system ontology,
,express application,,airspace system ontology,
,reasoner,,airspace system ontology,
,python application,,airspace system ontology,
,tr,,airspace system ontology,
,ke-chain,,airspace system ontology,
,web-based decision tool,,airspace system ontology,
,imagenet,,airspace system ontology,
,product data management system,,airspace system ontology,
,sas,,airspace system ontology,
,aaa,,airspace system ontology,
, engineering java programming,,airspace system ontology,
,word,,airspace system ontology,
,expert systems,,airspace system ontology,
,google,,airspace system ontology,
,access,,airspace system ontology,
,file server,,airspace system ontology,
,cad programming interface,,airspace system ontology,
,outlook,,airspace system ontology,
,triple store,,airspace system ontology,
,web server,,airspace system ontology,
,texttoonto,,airspace system ontology,
,ug,,airspace system ontology,
,ideas,,airspace system ontology,
,learning tools,,airspace system ontology,
,nextgen avionics systems,,airspace system ontology,
,wikipedia,,airspace system ontology,
,protégé,,airspace system ontology,
,rce,,airspace system ontology,
,workflow systems,,airspace system ontology,
,sumo,,airspace system ontology,
,share point,,airspace system ontology,
,cloud visualization,,airspace system ontology,
,kaon,,airspace system ontology,
,java application,,airspace system ontology,
,,word doc,airspace system ontology,
,,animation,airspace system ontology,
,,external web page,airspace system ontology,
,,explicit geometry,airspace system ontology,
,,system definition,airspace system ontology,
,,design parts,airspace system ontology,
,,implicit geometry,airspace system ontology,
,,knowledge graph,airspace system ontology,
,,documents,airspace system ontology,
,,measurement data,airspace system ontology,
,,taxonomy,airspace system ontology,
,,business logic,airspace system ontology,
,,bom,airspace system ontology,
,,image,airspace system ontology,
,,quantity,airspace system ontology,
,,cad representation,airspace system ontology,
,,forms,airspace system ontology,
,,object definitions,airspace system ontology,
,,metadata,airspace system ontology,
,,knowledge base,airspace system ontology,
,,tools needed,airspace system ontology,
,,word processor documents,airspace system ontology,
,,audio,airspace system ontology,
,,difficulty,airspace system ontology,
,,description,airspace system ontology,
,,mind map,airspace system ontology,
,,live video,airspace system ontology,
,,ontology,airspace system ontology,
,,cad,airspace system ontology,
,,material,airspace system ontology,
,,video,airspace system ontology,
,,section description,airspace system ontology,
,,pdf files,airspace system ontology,
,,manufacturing method,airspace system ontology,
,,lexical data,airspace system ontology,
,,process definitions,airspace system ontology,
,,images,airspace system ontology,
,,,airspace system ontology,wav
,,,airspace system ontology,ad_asm
,,,airspace system ontology,mov
,,,airspace system ontology,rdf
,,,airspace system ontology,ms excel
,,,airspace system ontology,xml
,,,airspace system ontology,iges
,,,airspace system ontology,database
,,,airspace system ontology,html
,,,airspace system ontology,owl
,,,airspace system ontology,txt
,,,airspace system ontology,ms word
,,,airspace system ontology,direct api
,,,airspace system ontology,pdf
,,,airspace system ontology,tiff
,,,airspace system ontology,jpg
,,,airspace system ontology,stl
,,,airspace system ontology,step
,,,airspace system ontology,json
,,,airspace system ontology,png
,,,airspace system ontology,add
flight-test preparation,,,owl dl,
semantic information transferring,,,owl dl,
multidisciplinary modeling,,,owl dl,
multimedia document processing,,,owl dl,
issue tc pc ac certification,,,owl dl,
concept design,,,owl dl,
solving,,,owl dl,
engine analysis,,,owl dl,
product support,,,owl dl,
analysis,,,owl dl,
accessory manufacture,,,owl dl,
express ontology,,,owl dl,
feature processing,,,owl dl,
system specification,,,owl dl,
convert file formats,,,owl dl,
system synthesis,,,owl dl,
tooling development,,,owl dl,
flight test report,,,owl dl,
ground test,,,owl dl,
business process integration,,,owl dl,
training,,,owl dl,
physical sensing,,,owl dl,
data validation,,,owl dl,
semantic representation,,,owl dl,
acquisition,,,owl dl,
knowledge management,,,owl dl,
link analysis,,,owl dl,
calculation report,,,owl dl,
automated reasoning,,,owl dl,
knowledge systematisation,,,owl dl,
general assembly,,,owl dl,
manufacturing preparation,,,owl dl,
information sharing,,,owl dl,
mdo process formulation,,,owl dl,
context inference,,,owl dl,
wide body transports,,,owl dl,
mission analysis,,,owl dl,
creation,,,owl dl,
resource description,,,owl dl,
product design,,,owl dl,
knowledge capture,,,owl dl,
share documents,,,owl dl,
descriptive information generation,,,owl dl,
failure,,,owl dl,
knowledge interaction,,,owl dl,
authoring,,,owl dl,
check,,,owl dl,
customer service,,,owl dl,
manufacturing,,,owl dl,
enterprise resource planning,,,owl dl,
recycling,,,owl dl,
decision support,,,owl dl,
system identification,,,owl dl,
crawling,,,owl dl,
ontology modeling,,,owl dl,
workflow management,,,owl dl,
knowledge classification,,,owl dl,
inference,,,owl dl,
detailed,,,owl dl,
plm,,,owl dl,
test report,,,owl dl,
information clustering,,,owl dl,
summarizing,,,owl dl,
software interlinking,,,owl dl,
reasoning,,,owl dl,
knowledge exploration,,,owl dl,
alm,,,owl dl,
processing,,,owl dl,
knowledge discovery,,,owl dl,
structural solver,,,owl dl,
knowledge engineering,,,owl dl,
certification,,,owl dl,
design space visualization,,,owl dl,
information classification,,,owl dl,
generate fem model,,,owl dl,
review,,,owl dl,
knowledge based engineering,,,owl dl,
product verification,,,owl dl,
flight test,,,owl dl,
semantic lexicon,,,owl dl,
nation decision,,,owl dl,
design blueprint,,,owl dl,
development,,,owl dl,
design concepts formalization,,,owl dl,
engine accessory purchase,,,owl dl,
problem solving,,,owl dl,
system integration,,,owl dl,
life cycle simulation,,,owl dl,
mdao,,,owl dl,
analyzing,,,owl dl,
ontological engineering,,,owl dl,
disciplinary analysis,,,owl dl,
scheduling,,,owl dl,
system arch,,,owl dl,
preliminary design,,,owl dl,
information push,,,owl dl,
information search,,,owl dl,
navigation,,,owl dl,
knowledge base building,,,owl dl,
detailed design,,,owl dl,
conceptual modelling,,,owl dl,
airworthiness test,,,owl dl,
processe data,,,owl dl,
archive,,,owl dl,
system architecting,,,owl dl,
wf execution,,,owl dl,
manufacture,,,owl dl,
data visualization,,,owl dl,
dissemination,,,owl dl,
activity profiling,,,owl dl,
optimization,,,owl dl,
configuration management,,,owl dl,
access product design data,,,owl dl,
knowledge storage,,,owl dl,
interest profiling,,,owl dl,
data storage,,,owl dl,
design,,,owl dl,
evaluation,,,owl dl,
failure management,,,owl dl,
system design,,,owl dl,
product data management,,,owl dl,
project planning,,,owl dl,
,pest,,owl dl,
,multilinq,,owl dl,
,cfview,,owl dl,
,jade,,owl dl,
,visualization package,,owl dl,
,git,,owl dl,
,multi-agent collaborative system,,owl dl,
,qfview web interface,,owl dl,
,optimus workflow management tool,,owl dl,
,tigl,,owl dl,
,eclipse,,owl dl,
,data mining,,owl dl,
,ceasiom,,owl dl,
,hyper-pareto frontier visualization,,owl dl,
,api,,owl dl,
,excel,,owl dl,
,express application,,owl dl,
,spss,,owl dl,
,pykechain,,owl dl,
,reasoner,,owl dl,
,python application,,owl dl,
,tr,,owl dl,
,vivisimo,,owl dl,
,ke-chain,,owl dl,
,web-based decision tool,,owl dl,
,catia,,owl dl,
,imagenet,,owl dl,
,brics technology,,owl dl,
,product data management system,,owl dl,
,jupyter notebook,,owl dl,
,janus,,owl dl,
,syndeia,,owl dl,
,proteus,,owl dl,
,sas,,owl dl,
,prado,,owl dl,
,aaa,,owl dl,
, engineering java programming,,owl dl,
,word,,owl dl,
,expert systems,,owl dl,
,daedalus,,owl dl,
,google,,owl dl,
,semsearch,,owl dl,
,brics,,owl dl,
,modelcenter,,owl dl,
,oracle,,owl dl,
,openmdao,,owl dl,
,optimus,,owl dl,
,solidworks,,owl dl,
,whatsopt,,owl dl,
,access,,owl dl,
,saxon,,owl dl,
,tixi,,owl dl,
,file server,,owl dl,
,cad programming interface,,owl dl,
,outlook,,owl dl,
,flops,,owl dl,
,gkn fokker,,owl dl,
,isight,,owl dl,
,triple store,,owl dl,
,web server,,owl dl,
,texttoonto,,owl dl,
,ug,,owl dl,
,networkx,,owl dl,
,ideas,,owl dl,
,cpacspy library,,owl dl,
,learning tools,,owl dl,
,matlab,,owl dl,
,tornado,,owl dl,
,nextgen avionics systems,,owl dl,
,fsms,,owl dl,
,fortran application,,owl dl,
,wikipedia,,owl dl,
,eclipse plugin,,owl dl,
,protégé,,owl dl,
,rce,,owl dl,
,oracle server,,owl dl,
,workflow systems,,owl dl,
,sumo,,owl dl,
,inverted index,,owl dl,
,share point,,owl dl,
,surrogate model repository,,owl dl,
,cloud visualization,,owl dl,
,kaon,,owl dl,
,java application,,owl dl,
,,word doc,owl dl,
,,animation,owl dl,
,,external web page,owl dl,
,,explicit geometry,owl dl,
,,freebase,owl dl,
,,animations,owl dl,
,,system definition,owl dl,
,,design parts,owl dl,
,,implicit geometry,owl dl,
,,knowledge graph,owl dl,
,,documents,owl dl,
,,measurement data,owl dl,
,,assemblies,owl dl,
,,taxonomy,owl dl,
,,business logic,owl dl,
,,bom,owl dl,
,,image,owl dl,
,,quantity,owl dl,
,,cad representation,owl dl,
,,forms,owl dl,
,,sysml model,owl dl,
,,object definitions,owl dl,
,,metadata,owl dl,
,,ikewiki,owl dl,
,,knowledge base,owl dl,
,,tools needed,owl dl,
,,word processor documents,owl dl,
,,cfd simulation data,owl dl,
,,audio,owl dl,
,,difficulty,owl dl,
,,description,owl dl,
,,sweetwiki,owl dl,
,,mind map,owl dl,
,,babelnet,owl dl,
,,live video,owl dl,
,,capp,owl dl,
,,ontology,owl dl,
,,cad,owl dl,
,,tooling parts,owl dl,
,,cfd code,owl dl,
,,material,owl dl,
,,video,owl dl,
,,section description,owl dl,
,,point clouds,owl dl,
,,pdf files,owl dl,
,,manufacturing method,owl dl,
,,lexical data,owl dl,
,,process definitions,owl dl,
,,images,owl dl,
,,,owl dl,soap
,,,owl dl,acis
,,,owl dl,wav
,,,owl dl,ad_asm
,,,owl dl,jpeg
,,,owl dl,flash
,,,owl dl,mov
,,,owl dl,csv
,,,owl dl,dwg
,,,owl dl,gif
,,,owl dl,vrml
,,,owl dl,rdf
,,,owl dl,mpeg
,,,owl dl,wmv
,,,owl dl,ms excel
,,,owl dl,xml
,,,owl dl,ad_prt
,,,owl dl,iges
,,,owl dl,database
,,,owl dl,cpacs
,,,owl dl,html
,,,owl dl,owl
,,,owl dl,postscript
,,,owl dl,jpgs
,,,owl dl,txt
,,,owl dl,ms word
,,,owl dl,parasolid
,,,owl dl,wrp
,,,owl dl,dxf
,,,owl dl,direct api
,,,owl dl,pdf
,,,owl dl,flat file
,,,owl dl,tiff
,,,owl dl,dwf
,,,owl dl,jpg
,,,owl dl,stl
,,,owl dl,step
,,,owl dl,json
,,,owl dl,png
,,,owl dl,igs
,,,owl dl,add
flight-test preparation,,,cco,
semantic information transferring,,,cco,
multidisciplinary modeling,,,cco,
multimedia document processing,,,cco,
issue tc pc ac certification,,,cco,
concept design,,,cco,
solving,,,cco,
engine analysis,,,cco,
product support,,,cco,
analysis,,,cco,
accessory manufacture,,,cco,
express ontology,,,cco,
feature processing,,,cco,
system specification,,,cco,
convert file formats,,,cco,
system synthesis,,,cco,
tooling development,,,cco,
flight test report,,,cco,
ground test,,,cco,
business process integration,,,cco,
training,,,cco,
physical sensing,,,cco,
data validation,,,cco,
semantic representation,,,cco,
acquisition,,,cco,
knowledge management,,,cco,
link analysis,,,cco,
calculation report,,,cco,
automated reasoning,,,cco,
knowledge systematisation,,,cco,
general assembly,,,cco,
manufacturing preparation,,,cco,
information sharing,,,cco,
mdo process formulation,,,cco,
context inference,,,cco,
wide body transports,,,cco,
mission analysis,,,cco,
creation,,,cco,
resource description,,,cco,
product design,,,cco,
knowledge capture,,,cco,
share documents,,,cco,
descriptive information generation,,,cco,
failure,,,cco,
knowledge interaction,,,cco,
authoring,,,cco,
check,,,cco,
customer service,,,cco,
manufacturing,,,cco,
enterprise resource planning,,,cco,
recycling,,,cco,
decision support,,,cco,
system identification,,,cco,
crawling,,,cco,
ontology modeling,,,cco,
workflow management,,,cco,
knowledge classification,,,cco,
inference,,,cco,
detailed,,,cco,
plm,,,cco,
test report,,,cco,
information clustering,,,cco,
summarizing,,,cco,
software interlinking,,,cco,
reasoning,,,cco,
knowledge exploration,,,cco,
alm,,,cco,
processing,,,cco,
knowledge discovery,,,cco,
structural solver,,,cco,
knowledge engineering,,,cco,
certification,,,cco,
design space visualization,,,cco,
information classification,,,cco,
generate fem model,,,cco,
review,,,cco,
knowledge based engineering,,,cco,
product verification,,,cco,
flight test,,,cco,
semantic lexicon,,,cco,
nation decision,,,cco,
design blueprint,,,cco,
development,,,cco,
design concepts formalization,,,cco,
engine accessory purchase,,,cco,
problem solving,,,cco,
system integration,,,cco,
life cycle simulation,,,cco,
mdao,,,cco,
analyzing,,,cco,
ontological engineering,,,cco,
disciplinary analysis,,,cco,
scheduling,,,cco,
system arch,,,cco,
preliminary design,,,cco,
information push,,,cco,
information search,,,cco,
navigation,,,cco,
knowledge base building,,,cco,
detailed design,,,cco,
conceptual modelling,,,cco,
airworthiness test,,,cco,
processe data,,,cco,
archive,,,cco,
system architecting,,,cco,
wf execution,,,cco,
manufacture,,,cco,
data visualization,,,cco,
dissemination,,,cco,
activity profiling,,,cco,
optimization,,,cco,
configuration management,,,cco,
access product design data,,,cco,
knowledge storage,,,cco,
interest profiling,,,cco,
data storage,,,cco,
design,,,cco,
evaluation,,,cco,
failure management,,,cco,
system design,,,cco,
product data management,,,cco,
project planning,,,cco,
,pest,,cco,
,multilinq,,cco,
,cfview,,cco,
,jade,,cco,
,visualization package,,cco,
,git,,cco,
,multi-agent collaborative system,,cco,
,qfview web interface,,cco,
,optimus workflow management tool,,cco,
,tigl,,cco,
,eclipse,,cco,
,data mining,,cco,
,ceasiom,,cco,
,hyper-pareto frontier visualization,,cco,
,api,,cco,
,excel,,cco,
,express application,,cco,
,spss,,cco,
,pykechain,,cco,
,reasoner,,cco,
,python application,,cco,
,tr,,cco,
,vivisimo,,cco,
,ke-chain,,cco,
,web-based decision tool,,cco,
,catia,,cco,
,imagenet,,cco,
,brics technology,,cco,
,product data management system,,cco,
,jupyter notebook,,cco,
,janus,,cco,
,syndeia,,cco,
,proteus,,cco,
,sas,,cco,
,prado,,cco,
,aaa,,cco,
, engineering java programming,,cco,
,word,,cco,
,mopcssoviz,,cco,
,expert systems,,cco,
,daedalus,,cco,
,google,,cco,
,semsearch,,cco,
,brics,,cco,
,modelcenter,,cco,
,oracle,,cco,
,openmdao,,cco,
,optimus,,cco,
,solidworks,,cco,
,whatsopt,,cco,
,access,,cco,
,saxon,,cco,
,tixi,,cco,
,file server,,cco,
,solidedge,,cco,
,cad representation vdsm,,cco,
,cad programming interface,,cco,
,outlook,,cco,
,flops,,cco,
,gkn fokker,,cco,
,isight,,cco,
,triple store,,cco,
,web server,,cco,
,texttoonto,,cco,
,ug,,cco,
,networkx,,cco,
,ideas,,cco,
,cpacspy library,,cco,
,learning tools,,cco,
,matlab,,cco,
,tornado,,cco,
,nextgen avionics systems,,cco,
,fsms,,cco,
,fortran application,,cco,
,wikipedia,,cco,
,eclipse plugin,,cco,
,protégé,,cco,
,rce,,cco,
,oracle server,,cco,
,workflow systems,,cco,
,sumo,,cco,
,inverted index,,cco,
,share point,,cco,
,surrogate model repository,,cco,
,cloud visualization,,cco,
,kaon,,cco,
,java application,,cco,
,,word doc,cco,
,,animation,cco,
,,external web page,cco,
,,explicit geometry,cco,
,,freebase,cco,
,,animations,cco,
,,system definition,cco,
,,design parts,cco,
,,implicit geometry,cco,
,,knowledge graph,cco,
,,documents,cco,
,,measurement data,cco,
,,assemblies,cco,
,,taxonomy,cco,
,,business logic,cco,
,,bom,cco,
,,image,cco,
,,quantity,cco,
,,cad representation,cco,
,,forms,cco,
,,sysml model,cco,
,,object definitions,cco,
,,metadata,cco,
,,ikewiki,cco,
,,knowledge base,cco,
,,tools needed,cco,
,,word processor documents,cco,
,,cfd simulation data,cco,
,,audio,cco,
,,difficulty,cco,
,,description,cco,
,,sweetwiki,cco,
,,mind map,cco,
,,babelnet,cco,
,,live video,cco,
,,capp,cco,
,,ontology,cco,
,,cad,cco,
,,tooling parts,cco,
,,cfd code,cco,
,,material,cco,
,,video,cco,
,,section description,cco,
,,point clouds,cco,
,,pdf files,cco,
,,manufacturing method,cco,
,,lexical data,cco,
,,process definitions,cco,
,,images,cco,
,,,cco,soap
,,,cco,acis
,,,cco,wav
,,,cco,ad_asm
,,,cco,jpeg
,,,cco,flash
,,,cco,mov
,,,cco,csv
,,,cco,dwg
,,,cco,gif
,,,cco,vrml
,,,cco,rdf
,,,cco,mpeg
,,,cco,wmv
,,,cco,ms excel
,,,cco,xml
,,,cco,ad_prt
,,,cco,iges
,,,cco,database
,,,cco,cpacs
,,,cco,html
,,,cco,owl
,,,cco,postscript
,,,cco,jpgs
,,,cco,txt
,,,cco,ms word
,,,cco,parasolid
,,,cco,wrp
,,,cco,dxf
,,,cco,direct api
,,,cco,pdf
,,,cco,flat file
,,,cco,tiff
,,,cco,dwf
,,,cco,jpg
,,,cco,stl
,,,cco,step
,,,cco,json
,,,cco,png
,,,cco,igs
,,,cco,add
semantic information transferring,,,wordnet,
multidisciplinary modeling,,,wordnet,
multimedia document processing,,,wordnet,
concept design,,,wordnet,
solving,,,wordnet,
engine analysis,,,wordnet,
product support,,,wordnet,
analysis,,,wordnet,
express ontology,,,wordnet,
feature processing,,,wordnet,
system specification,,,wordnet,
convert file formats,,,wordnet,
system synthesis,,,wordnet,
flight test report,,,wordnet,
ground test,,,wordnet,
business process integration,,,wordnet,
training,,,wordnet,
physical sensing,,,wordnet,
data validation,,,wordnet,
semantic representation,,,wordnet,
acquisition,,,wordnet,
knowledge management,,,wordnet,
link analysis,,,wordnet,
calculation report,,,wordnet,
automated reasoning,,,wordnet,
general assembly,,,wordnet,
information sharing,,,wordnet,
context inference,,,wordnet,
mission analysis,,,wordnet,
creation,,,wordnet,
resource description,,,wordnet,
product design,,,wordnet,
knowledge capture,,,wordnet,
share documents,,,wordnet,
descriptive information generation,,,wordnet,
failure,,,wordnet,
knowledge interaction,,,wordnet,
authoring,,,wordnet,
check,,,wordnet,
customer service,,,wordnet,
manufacturing,,,wordnet,
enterprise resource planning,,,wordnet,
decision support,,,wordnet,
system identification,,,wordnet,
crawling,,,wordnet,
ontology modeling,,,wordnet,
workflow management,,,wordnet,
knowledge classification,,,wordnet,
inference,,,wordnet,
detailed,,,wordnet,
test report,,,wordnet,
information clustering,,,wordnet,
reasoning,,,wordnet,
knowledge exploration,,,wordnet,
alm,,,wordnet,
processing,,,wordnet,
knowledge discovery,,,wordnet,
knowledge engineering,,,wordnet,
certification,,,wordnet,
design space visualization,,,wordnet,
information classification,,,wordnet,
generate fem model,,,wordnet,
review,,,wordnet,
knowledge based engineering,,,wordnet,
product verification,,,wordnet,
flight test,,,wordnet,
semantic lexicon,,,wordnet,
nation decision,,,wordnet,
development,,,wordnet,
problem solving,,,wordnet,
system integration,,,wordnet,
life cycle simulation,,,wordnet,
analyzing,,,wordnet,
ontological engineering,,,wordnet,
disciplinary analysis,,,wordnet,
scheduling,,,wordnet,
system arch,,,wordnet,
preliminary design,,,wordnet,
information push,,,wordnet,
information search,,,wordnet,
navigation,,,wordnet,
knowledge base building,,,wordnet,
detailed design,,,wordnet,
conceptual modelling,,,wordnet,
processe data,,,wordnet,
archive,,,wordnet,
system architecting,,,wordnet,
manufacture,,,wordnet,
data visualization,,,wordnet,
dissemination,,,wordnet,
activity profiling,,,wordnet,
